p_match;inns;bat;p_bat;team_bat;bowl;p_bowl;team_bowl;ball;outcome;score;out;dismissal;over;date;year;ground;country;winner;toss;bat_hand;bowl_style;bowl_kind;batruns;ballfaced;bowlruns;bat_out;wagonX;wagonY;wagonZone
1254059;2;Prithvi Shaw;1070168;Delhi Capitals;Sam Curran;662973;Chennai Super Kings;6;four;4;FALSE;;4;10/04/2021;2021;Wankhede Stadium, Mumbai;India;Delhi Capitals;Delhi Capitals;RHB;LMF;pace bowler;4;1;4;TRUE;22;250;6
1216516;1;Priyam Garg;1070180;Sunrisers Hyderabad;Sam Curran;662973;Chennai Super Kings;3;four;4;FALSE;;17;02/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;LMF;pace bowler;4;1;4;TRUE;45;59;7
1216516;1;Priyam Garg;1070180;Sunrisers Hyderabad;Sam Curran;662973;Chennai Super Kings;4;four;5;FALSE;;17;02/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;LMF;pace bowler;4;1;5;TRUE;64;45;8
1216516;1;Priyam Garg;1070180;Sunrisers Hyderabad;Sam Curran;662973;Chennai Super Kings;5;six;6;FALSE;;17;02/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;LMF;pace bowler;6;1;6;TRUE;348;94;2
1216516;1;Priyam Garg;1070180;Sunrisers Hyderabad;Sam Curran;662973;Chennai Super Kings;6;four;4;FALSE;;17;02/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;LMF;pace bowler;4;1;4;TRUE;105;15;8
1216496;1;Riyan Parag;1079434;Rajasthan Royals;Sam Curran;662973;Chennai Super Kings;5;four;4;FALSE;;17;22/09/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Rajasthan Royals;Chennai Super Kings;RHB;LMF;pace bowler;4;1;4;TRUE;107;17;8
1216525;1;Devdutt Padikkal;1119026;Royal Challengers Bangalore;Sam Curran;662973;Chennai Super Kings;7;four;4;FALSE;;2;10/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;LMF;pace bowler;4;1;4;TRUE;37;282;6
1216544;1;Devdutt Padikkal;1119026;Royal Challengers Bangalore;Sam Curran;662973;Chennai Super Kings;4;four;4;FALSE;;6;25/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Royal Challengers Bangalore;LHB;LMF;pace bowler;4;1;4;TRUE;27;103;7
1254076;2;Devdutt Padikkal;1119026;Royal Challengers Bangalore;Sam Curran;662973;Chennai Super Kings;2;six;6;FALSE;;2;25/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Chennai Super Kings;LHB;LMF;pace bowler;6;1;6;TRUE;14;120;7
1254076;2;Devdutt Padikkal;1119026;Royal Challengers Bangalore;Sam Curran;662973;Chennai Super Kings;6;six;6;FALSE;;2;25/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Chennai Super Kings;LHB;LMF;pace bowler;6;1;6;TRUE;339;93;2
1254089;2;Yashasvi Jaiswal;1151278;Rajasthan Royals;Sam Curran;662973;Chennai Super Kings;3;four;4;FALSE;;1;02/10/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Rajasthan Royals;Rajasthan Royals;LHB;LMF;pace bowler;4;1;4;TRUE;336;266;3
1254089;2;Yashasvi Jaiswal;1151278;Rajasthan Royals;Sam Curran;662973;Chennai Super Kings;4;four;4;FALSE;;3;02/10/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Rajasthan Royals;Rajasthan Royals;LHB;LMF;pace bowler;4;1;4;TRUE;220;11;1
1216531;1;Aaron Finch;5334;Royal Challengers Bangalore;Glenn Maxwell;325026;Punjab Kings;6;six;6;FALSE;;1;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;RHB;OB;spin bowler;6;1;6;TRUE;315;50;2
1304095;2;Devon Conway;379140;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;3;four;4;FALSE;;14;04/05/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Royal Challengers Bangalore;Chennai Super Kings;LHB;OB;spin bowler;4;1;4;TRUE;29;85;7
1304100;2;Aiden Markram;600498;Sunrisers Hyderabad;Glenn Maxwell;325026;Royal Challengers Bangalore;1;four;4;FALSE;;3;08/05/2022;2022;Wankhede Stadium, Mumbai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;OB;spin bowler;4;1;4;TRUE;24;320;6
1304100;2;Aiden Markram;600498;Sunrisers Hyderabad;Glenn Maxwell;325026;Royal Challengers Bangalore;2;six;6;FALSE;;3;08/05/2022;2022;Wankhede Stadium, Mumbai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;OB;spin bowler;6;1;6;TRUE;161;362;5
1254113;2;Ambati Rayudu;33141;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;2;four;4;FALSE;;10;24/09/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;OB;spin bowler;4;1;4;TRUE;316;308;4
1254113;2;Ambati Rayudu;33141;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;6;six;6;FALSE;;12;24/09/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;OB;spin bowler;6;1;6;TRUE;278;336;4
1136612;2;MS Dhoni;28081;Chennai Super Kings;Glenn Maxwell;325026;Delhi Capitals;3;four;4;FALSE;;12;18/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Chennai Super Kings;RHB;OB;spin bowler;4;1;4;TRUE;62;42;8
1136615;2;Evin Lewis;431901;Mumbai Indians;Glenn Maxwell;325026;Delhi Capitals;2;six;6;FALSE;;5;20/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Delhi Daredevils;LHB;OB;spin bowler;6;1;6;TRUE;239;357;4
1136615;2;Evin Lewis;431901;Mumbai Indians;Glenn Maxwell;325026;Delhi Capitals;5;four;4;FALSE;;5;20/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Delhi Daredevils;LHB;OB;spin bowler;4;1;4;TRUE;46;71;7
1136615;2;Evin Lewis;431901;Mumbai Indians;Glenn Maxwell;325026;Delhi Capitals;6;six;6;FALSE;;5;20/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Delhi Daredevils;LHB;OB;spin bowler;6;1;6;TRUE;247;355;4
1254103;1;Evin Lewis;431901;Rajasthan Royals;Glenn Maxwell;325026;Royal Challengers Bangalore;4;four;4;FALSE;;3;29/09/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;4;1;4;TRUE;343;111;2
1136586;2;Sunil Narine;230558;Kolkata Knight Riders;Glenn Maxwell;325026;Delhi Capitals;1;six;6;FALSE;;2;27/04/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Kolkata Knight Riders;LHB;OB;spin bowler;6;1;6;TRUE;153;355;5
1136586;2;Sunil Narine;230558;Kolkata Knight Riders;Glenn Maxwell;325026;Delhi Capitals;3;four;4;FALSE;;2;27/04/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Kolkata Knight Riders;LHB;OB;spin bowler;4;1;4;TRUE;288;330;4
1254067;2;Shakib Al Hasan;56143;Kolkata Knight Riders;Glenn Maxwell;325026;Royal Challengers Bangalore;1;six;6;FALSE;;13;18/04/2021;2021;MA Chidambaram Stadium, Chepauk, Chennai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;193;361;4
1136579;2;Quinton de Kock;379143;Royal Challengers Bangalore;Glenn Maxwell;325026;Delhi Capitals;4;six;6;FALSE;;4;21/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;7;94;7
1216520;1;Eoin Morgan;24598;Kolkata Knight Riders;Glenn Maxwell;325026;Punjab Kings;2;four;4;FALSE;;7;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;LHB;OB;spin bowler;4;1;4;TRUE;346;275;3
1216520;1;Eoin Morgan;24598;Kolkata Knight Riders;Glenn Maxwell;325026;Punjab Kings;6;six;6;FALSE;;7;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;LHB;OB;spin bowler;6;1;6;TRUE;32;78;7
1254067;2;Eoin Morgan;24598;Kolkata Knight Riders;Glenn Maxwell;325026;Royal Challengers Bangalore;3;six;6;FALSE;;11;18/04/2021;2021;MA Chidambaram Stadium, Chepauk, Chennai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;105;343;5
1254067;2;Eoin Morgan;24598;Kolkata Knight Riders;Glenn Maxwell;325026;Royal Challengers Bangalore;4;six;6;FALSE;;13;18/04/2021;2021;MA Chidambaram Stadium, Chepauk, Chennai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;18;260;6
1136592;2;D'Arcy Short;308798;Rajasthan Royals;Glenn Maxwell;325026;Delhi Capitals;1;six;6;FALSE;;10;02/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Rajasthan Royals;LHB;OB;spin bowler;6;1;6;TRUE;12;234;6
1136592;2;D'Arcy Short;308798;Rajasthan Royals;Glenn Maxwell;325026;Delhi Capitals;2;six;6;FALSE;;10;02/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Rajasthan Royals;LHB;OB;spin bowler;6;1;6;TRUE;160;361;5
1136592;2;D'Arcy Short;308798;Rajasthan Royals;Glenn Maxwell;325026;Delhi Capitals;3;six;6;FALSE;;10;02/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Rajasthan Royals;LHB;OB;spin bowler;6;1;6;TRUE;222;356;4
1216542;1;Jonny Bairstow;297433;Sunrisers Hyderabad;Glenn Maxwell;325026;Punjab Kings;3;four;4;FALSE;;11;08/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;OB;spin bowler;4;1;4;TRUE;92;323;5
1216542;1;Jonny Bairstow;297433;Sunrisers Hyderabad;Glenn Maxwell;325026;Punjab Kings;4;six;6;FALSE;;11;08/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;OB;spin bowler;6;1;6;TRUE;359;238;3
1216542;1;Jonny Bairstow;297433;Sunrisers Hyderabad;Glenn Maxwell;325026;Punjab Kings;5;six;6;FALSE;;11;08/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;OB;spin bowler;6;1;6;TRUE;203;360;4
1304106;1;Jonny Bairstow;297433;Punjab Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;5;six;6;FALSE;;1;13/05/2022;2022;Brabourne Stadium, Mumbai;India;Punjab Kings;Royal Challengers Bangalore;RHB;OB;spin bowler;6;1;6;TRUE;169;358;5
1136612;2;Suresh Raina;33335;Chennai Super Kings;Glenn Maxwell;325026;Delhi Capitals;1;four;4;FALSE;;12;18/05/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Chennai Super Kings;LHB;OB;spin bowler;4;1;4;TRUE;344;256;3
1304095;2;Moeen Ali;8917;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;3;four;4;FALSE;;12;04/05/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Royal Challengers Bangalore;Chennai Super Kings;LHB;OB;spin bowler;4;1;4;TRUE;220;10;1
1136569;1;Rohit Sharma;34102;Mumbai Indians;Glenn Maxwell;325026;Delhi Capitals;2;four;4;FALSE;;12;14/04/2018;2018;Wankhede Stadium, Mumbai;India;Delhi Daredevils;Delhi Daredevils;RHB;OB;spin bowler;4;1;4;TRUE;151;9;8
1216517;1;Rohit Sharma;34102;Mumbai Indians;Glenn Maxwell;325026;Punjab Kings;5;four;4;FALSE;;1;18/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;-;Mumbai Indians;RHB;OB;spin bowler;4;1;4;TRUE;32;278;6
1254108;2;Rohit Sharma;34102;Mumbai Indians;Glenn Maxwell;325026;Royal Challengers Bangalore;7;six;6;FALSE;;8;26/09/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Mumbai Indians;RHB;OB;spin bowler;6;1;6;TRUE;351;271;3
1304073;2;David Warner;219889;Delhi Capitals;Glenn Maxwell;325026;Royal Challengers Bangalore;2;six;6;FALSE;;1;16/04/2022;2022;Wankhede Stadium, Mumbai;India;Royal Challengers Bangalore;Delhi Capitals;LHB;OB;spin bowler;6;1;6;TRUE;16;259;6
1136602;2;Shikhar Dhawan;28235;Sunrisers Hyderabad;Glenn Maxwell;325026;Delhi Capitals;2;four;4;FALSE;;14;10/05/2018;2018;Feroz Shah Kotla, Delhi;India;Sunrisers Hyderabad;Delhi Daredevils;LHB;OB;spin bowler;4;1;4;TRUE;6;200;6
1216546;1;Shikhar Dhawan;28235;Delhi Capitals;Glenn Maxwell;325026;Punjab Kings;2;four;4;FALSE;;1;20/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Kings XI Punjab;Delhi Capitals;LHB;OB;spin bowler;4;1;4;TRUE;362;138;2
1216546;1;Shikhar Dhawan;28235;Delhi Capitals;Glenn Maxwell;325026;Punjab Kings;5;six;6;FALSE;;1;20/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Kings XI Punjab;Delhi Capitals;LHB;OB;spin bowler;6;1;6;TRUE;32;284;6
1216546;1;Shikhar Dhawan;28235;Delhi Capitals;Glenn Maxwell;325026;Punjab Kings;4;four;4;FALSE;;10;20/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Kings XI Punjab;Delhi Capitals;LHB;OB;spin bowler;4;1;4;TRUE;126;5;8
1254101;1;Shikhar Dhawan;28235;Delhi Capitals;Glenn Maxwell;325026;Royal Challengers Bangalore;5;four;4;FALSE;;1;08/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;4;1;4;TRUE;313;308;4
1254101;1;Shikhar Dhawan;28235;Delhi Capitals;Glenn Maxwell;325026;Royal Challengers Bangalore;3;six;6;FALSE;;5;08/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;55;37;8
1304106;1;Shikhar Dhawan;28235;Punjab Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;1;six;6;FALSE;;5;13/05/2022;2022;Brabourne Stadium, Mumbai;India;Punjab Kings;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;140;355;5
1254115;2;Nitish Rana;604527;Kolkata Knight Riders;Glenn Maxwell;325026;Royal Challengers Bangalore;2;six;6;FALSE;;10;11/10/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Kolkata Knight Riders;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;236;13;1
1254115;2;Nitish Rana;604527;Kolkata Knight Riders;Glenn Maxwell;325026;Royal Challengers Bangalore;6;four;4;FALSE;;10;11/10/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Kolkata Knight Riders;Royal Challengers Bangalore;LHB;OB;spin bowler;4;1;4;TRUE;266;23;1
1216517;1;Krunal Pandya;471342;Mumbai Indians;Glenn Maxwell;325026;Punjab Kings;2;four;4;FALSE;;9;18/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;-;Mumbai Indians;LHB;OB;spin bowler;4;1;4;TRUE;326;291;3
1304077;2;Krunal Pandya;471342;Lucknow Super Giants;Glenn Maxwell;325026;Royal Challengers Bangalore;1;four;4;FALSE;;14;19/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Royal Challengers Bangalore;Lucknow Super Giants;LHB;OB;spin bowler;4;1;4;TRUE;347;113;2
1254115;2;Dinesh Karthik;30045;Kolkata Knight Riders;Glenn Maxwell;325026;Royal Challengers Bangalore;1;four;4;FALSE;;16;11/10/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Kolkata Knight Riders;Royal Challengers Bangalore;RHB;OB;spin bowler;4;1;4;TRUE;6;253;6
1304089;2;Wriddhiman Saha;279810;Gujarat Titans;Glenn Maxwell;325026;Royal Challengers Bangalore;1;four;4;FALSE;;1;30/04/2022;2022;Brabourne Stadium, Mumbai;India;Gujarat Titans;Royal Challengers Bangalore;RHB;OB;spin bowler;4;1;4;TRUE;24;71;7
1216527;2;Sanju Samson;425943;Rajasthan Royals;Glenn Maxwell;325026;Punjab Kings;1;six;6;FALSE;;16;27/09/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Rajasthan Royals;Rajasthan Royals;RHB;OB;spin bowler;6;1;6;TRUE;31;318;5
1216527;2;Sanju Samson;425943;Rajasthan Royals;Glenn Maxwell;325026;Punjab Kings;2;six;6;FALSE;;16;27/09/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Rajasthan Royals;Rajasthan Royals;RHB;OB;spin bowler;6;1;6;TRUE;355;290;3
1216527;2;Sanju Samson;425943;Rajasthan Royals;Glenn Maxwell;325026;Punjab Kings;5;six;6;FALSE;;16;27/09/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Rajasthan Royals;Rajasthan Royals;RHB;OB;spin bowler;6;1;6;TRUE;302;337;4
1304068;1;Robin Uthappa;35582;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;2;six;6;FALSE;;13;12/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Chennai Super Kings;Royal Challengers Bangalore;RHB;OB;spin bowler;6;1;6;TRUE;348;280;3
1304068;1;Robin Uthappa;35582;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;3;six;6;FALSE;;13;12/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Chennai Super Kings;Royal Challengers Bangalore;RHB;OB;spin bowler;6;1;6;TRUE;343;298;3
1304068;1;Robin Uthappa;35582;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;6;six;6;FALSE;;13;12/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Chennai Super Kings;Royal Challengers Bangalore;RHB;OB;spin bowler;6;1;6;TRUE;336;314;3
1216520;1;Rahul Tripathi;446763;Kolkata Knight Riders;Glenn Maxwell;325026;Punjab Kings;5;six;6;FALSE;;1;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;RHB;OB;spin bowler;6;1;6;TRUE;352;252;3
1136569;1;Ishan Kishan;720471;Mumbai Indians;Glenn Maxwell;325026;Delhi Capitals;5;four;4;FALSE;;12;14/04/2018;2018;Wankhede Stadium, Mumbai;India;Delhi Daredevils;Delhi Daredevils;LHB;OB;spin bowler;4;1;4;TRUE;152;14;8
1216517;1;Ishan Kishan;720471;Mumbai Indians;Glenn Maxwell;325026;Punjab Kings;4;four;4;FALSE;;5;18/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;-;Mumbai Indians;LHB;OB;spin bowler;4;1;4;TRUE;42;297;6
1136586;2;Kuldeep Yadav;559235;Kolkata Knight Riders;Glenn Maxwell;325026;Delhi Capitals;4;four;4;FALSE;;19;27/04/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Kolkata Knight Riders;LHB;OB;spin bowler;4;1;4;TRUE;118;12;8
1216510;2;Washington Sundar;719715;Royal Challengers Bangalore;Glenn Maxwell;325026;Punjab Kings;3;four;4;FALSE;;15;24/09/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;LHB;OB;spin bowler;4;1;4;TRUE;50;301;5
1216531;1;Washington Sundar;719715;Royal Challengers Bangalore;Glenn Maxwell;325026;Punjab Kings;3;four;4;FALSE;;10;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;LHB;OB;spin bowler;4;1;4;TRUE;0;0;0
1304068;1;Shivam Dube;714451;Chennai Super Kings;Glenn Maxwell;325026;Royal Challengers Bangalore;4;six;6;FALSE;;9;12/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Chennai Super Kings;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;150;360;5
1304089;2;Shubman Gill;1070173;Gujarat Titans;Glenn Maxwell;325026;Royal Challengers Bangalore;4;four;4;FALSE;;1;30/04/2022;2022;Brabourne Stadium, Mumbai;India;Gujarat Titans;Royal Challengers Bangalore;RHB;OB;spin bowler;4;1;4;TRUE;351;96;2
1254101;1;Prithvi Shaw;1070168;Delhi Capitals;Glenn Maxwell;325026;Royal Challengers Bangalore;5;four;4;FALSE;;5;08/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;OB;spin bowler;4;1;4;TRUE;36;289;6
1254103;1;Yashasvi Jaiswal;1151278;Rajasthan Royals;Glenn Maxwell;325026;Royal Challengers Bangalore;2;six;6;FALSE;;3;29/09/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;OB;spin bowler;6;1;6;TRUE;121;355;5
1216517;1;Kieron Pollard;230559;Mumbai Indians;Arshdeep Singh;1125976;Punjab Kings;1;six;6;FALSE;;18;18/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;-;Mumbai Indians;RHB;LMF;pace bowler;6;1;6;TRUE;117;350;5
1216517;1;Kieron Pollard;230559;Mumbai Indians;Arshdeep Singh;1125976;Punjab Kings;2;six;6;FALSE;;18;18/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;-;Mumbai Indians;RHB;LMF;pace bowler;6;1;6;TRUE;316;314;4
1254074;1;Kieron Pollard;230559;Mumbai Indians;Arshdeep Singh;1125976;Punjab Kings;1;six;6;FALSE;;19;23/04/2021;2021;MA Chidambaram Stadium, Chepauk, Chennai;India;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;6;1;6;TRUE;71;329;5
1254099;2;Kieron Pollard;230559;Mumbai Indians;Arshdeep Singh;1125976;Punjab Kings;5;four;4;FALSE;;18;28/09/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Mumbai Indians;Mumbai Indians;RHB;LMF;pace bowler;4;1;4;TRUE;22;254;6
1254099;2;Kieron Pollard;230559;Mumbai Indians;Arshdeep Singh;1125976;Punjab Kings;6;six;6;FALSE;;18;28/09/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Mumbai Indians;Mumbai Indians;RHB;LMF;pace bowler;6;1;6;TRUE;150;353;5
1304074;2;Aiden Markram;600498;Sunrisers Hyderabad;Arshdeep Singh;1125976;Punjab Kings;7;four;4;FALSE;;16;17/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;LMF;pace bowler;4;1;4;TRUE;7;215;6
1304088;1;KL Rahul;422108;Lucknow Super Giants;Arshdeep Singh;1125976;Punjab Kings;6;leg bye;4;FALSE;;1;29/04/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Lucknow Super Giants;Punjab Kings;RHB;LMF;pace bowler;0;1;0;TRUE;0;0;0
1178423;1;Manish Pandey;290630;Sunrisers Hyderabad;Arshdeep Singh;1125976;Punjab Kings;4;four;4;FALSE;;15;29/04/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Sunrisers Hyderabad;Kings XI Punjab;RHB;LMF;pace bowler;4;1;4;TRUE;264;19;1
1304084;2;MS Dhoni;28081;Chennai Super Kings;Arshdeep Singh;1125976;Punjab Kings;5;four;4;FALSE;;19;25/04/2022;2022;Wankhede Stadium, Mumbai;India;Punjab Kings;Chennai Super Kings;RHB;LMF;pace bowler;4;1;4;TRUE;93;351;5
1254094;1;Faf du Plessis;44828;Chennai Super Kings;Arshdeep Singh;1125976;Punjab Kings;1;four;4;FALSE;;6;07/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;4;1;4;TRUE;123;349;5
1254094;1;Faf du Plessis;44828;Chennai Super Kings;Arshdeep Singh;1125976;Punjab Kings;2;four;4;FALSE;;6;07/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;4;1;4;TRUE;341;277;3
1254094;1;Faf du Plessis;44828;Chennai Super Kings;Arshdeep Singh;1125976;Punjab Kings;4;four;4;FALSE;;17;07/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;4;1;4;TRUE;127;8;8
1254094;1;Faf du Plessis;44828;Chennai Super Kings;Arshdeep Singh;1125976;Punjab Kings;5;six;6;FALSE;;19;07/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;6;1;6;TRUE;295;330;4
1304049;1;Faf du Plessis;44828;Royal Challengers Bangalore;Arshdeep Singh;1125976;Punjab Kings;1;wide;5;FALSE;;2;27/03/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;0;0;5;TRUE;0;0;0
1304049;1;Faf du Plessis;44828;Royal Challengers Bangalore;Arshdeep Singh;1125976;Punjab Kings;3;leg bye;4;FALSE;;2;27/03/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;0;1;0;TRUE;0;0;0
1304049;1;Faf du Plessis;44828;Royal Challengers Bangalore;Arshdeep Singh;1125976;Punjab Kings;3;six;6;FALSE;;16;27/03/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;6;1;6;TRUE;164;357;5
1304049;1;Faf du Plessis;44828;Royal Challengers Bangalore;Arshdeep Singh;1125976;Punjab Kings;6;six;6;FALSE;;16;27/03/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Punjab Kings;Punjab Kings;RHB;LMF;pace bowler;6;1;6;TRUE;203;362;4
1304074;2;Nicholas Pooran;604302;Sunrisers Hyderabad;Arshdeep Singh;1125976;Punjab Kings;5;four;4;FALSE;;18;17/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Sunrisers Hyderabad;Sunrisers Hyderabad;LHB;LMF;pace bowler;4;1;4;TRUE;331;90;2
1178427;2;Chris Lynn;326637;Kolkata Knight Riders;Arshdeep Singh;1125976;Punjab Kings;5;six;6;FALSE;;2;03/05/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;LMF;pace bowler;6;1;6;TRUE;353;227;3
